,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974240759609637,0.905359784324066,0.8307477817759785,0.7554928883893189,0.6813757109363676,0.6685937629133484,0.6673861955394257,0.6674295315786773,0.6675248689955209,0.6676699460968084,0.6678625779723442,0.6681006563588081,0.668382148990912,0.6687050986015937,0.6690676191986407,0.6694678239235984,0.6699018920989596,0.6703113827681599,0.6170466920855903,0.5463954374262363,0.47308462670593365,0.39992705848634363,0.3278020932905771,0.2574989886179049,0.1902992566587636,0.12853203280549608,0.07612166247908002,0.03778268471512752,0.01530366961174082,0.005117704392136125,0.0017225328358614262,20.06029667659914,20.92483914838877,46.33627123475266,71.91487693673197,97.43714907175095,122.90116151911565,148.3067941744109,173.6472903976048,198.72023786998534,215.22372427487153,217.7970224918284,218.50885026702142,219.0167223723096,219.49184280783004,214.8441309063353,213.9469025387141,213.48299906593482,213.03865242655357,212.61319220204865,212.20580621314923,211.8157078359405,211.44213777302767,211.0843646643286,210.7417062977563,210.41411641277531,210.11822035223958,210.32531822241245,218.32787885113584,220.55600084770808,221.8861245801841,223.33571953650682,225.25884601607132,228.00610727664304,232.158539296334,238.7643987912977,249.54408989623903,266.45450183156964,289.99632801504686,317.02859680739647,316.0278987983493,20.08249404785177,21.243108268552074,55.691131633311095,81.33127994458096,106.83281367127744,132.27537863614614,157.6595195941986,182.97603675839662,207.95048993084313,224.51048921300443,227.53402936407647,228.65961818513387,229.60171397462423,230.3587711982163,214.81383427908017,213.75768548662606,213.28781447370176,212.84384788193856,212.4188242629092,212.0118631469191,211.6221776748177,211.24900905456786,210.8916267576288,210.54935851596994,210.222417234614,209.93449284740794,210.3497941007971,229.62735510799277,232.55902530745152,234.4994155630163,236.61060234520946,239.2565502564051,242.7904109242075,247.7868519000274,255.26475922918104,266.8621904517698,284.39069050270706,308.2173234758833,334.49323334531067,316.2288256492532
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9719432870460084,0.9019066551745339,0.8266998843995217,0.7512177282674359,0.677122537937655,0.6658668202194135,0.6659742789500361,0.6669997052798692,0.6674168168886877,0.6676498791717757,0.6678639511477382,0.6681075185364723,0.6683911509215381,0.6687155765878599,0.6690794129907277,0.6694808571830805,0.6699160475886228,0.6703250650974819,0.6155936713697411,0.5437508782556169,0.4698087587622586,0.39645095082875087,0.3243737323149457,0.2542496405765795,0.18732246052332074,0.12594110204876516,0.07407352516323959,0.036413288111329774,0.014575754707880945,0.004813013610347981,0.0016082291243247233,20.06135592250817,20.939702839471163,46.69302427022316,72.41952319669628,97.98924356807616,123.46483891446982,148.87203588468654,174.2116521983463,199.2785754428392,215.38413934021298,217.9039667894133,218.6314024440367,219.16214836766204,219.6542459159698,214.95192304264214,214.0260135319201,213.5618972772364,213.06793024454905,212.61468088724018,212.19733639647694,211.8045641080519,211.4305254250075,211.07282803098155,210.73035638036959,210.4029807668614,210.1076444010367,210.32361375514242,218.38650360766817,220.65180185878322,222.03531095083818,223.53974687232844,225.5185944994687,228.33369311857803,232.58516251208502,239.34902665141345,250.3750579843376,267.60945060477394,291.4617773613463,318.6685674765964,317.19401819482306,20.083674726485917,21.258876747507493,56.01564199822312,81.78032879007118,107.31854510386268,132.76921774321502,158.1541308842579,183.46969336415071,208.4366046333243,224.67490931638974,227.6573640555582,228.79983443105422,229.7623298021943,230.53173011801712,214.90709558618002,213.81944070372887,213.33887698369472,212.85891776854504,212.4161165779634,212.00338963673028,211.61233139969067,211.23900731202218,210.88174587358233,210.5396487641694,210.2128964903323,209.9255363254776,210.3495029394406,229.69982897030002,232.67787905694743,234.6689766523262,236.8255056142615,239.5148022475279,243.10078519063703,248.17281378555222,255.7697946361209,267.55066136282494,285.3197775489508,309.379355493372,335.78063059686195,317.1043057108586
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9725353068933562,0.9030191380979448,0.8276784146172408,0.7516145234186754,0.676824024759238,0.66376327599199,0.6628581710853751,0.6646010233771202,0.6660838146222716,0.667047767697449,0.667631180666162,0.6680284058889344,0.6683673292925836,0.6687094899707542,0.6690785457623496,0.6694814786403902,0.6699171607319601,0.6703270754707809,0.616807016890905,0.5455424360931364,0.4713199911486795,0.3972399420711715,0.3244583672283221,0.25387653584411546,0.1867612470554013,0.1254015655177091,0.0736927860467724,0.036231644797865295,0.014528136531939117,0.004811863924105856,0.0016047355681718207,20.061195737721285,20.935561192601607,46.50475501873506,72.26672626871151,97.9192095716796,123.4507810872052,148.88405696112923,174.23330649387748,199.29945582972448,215.30377397877308,217.79452351555668,218.48931783421335,219.0050250588044,219.50418473201785,214.8634507779746,214.00165884420772,213.7792662032463,213.34230441551492,212.81229857595682,212.30381457295024,211.85179431930555,211.4486348658415,211.0790306923568,210.73232153049966,210.40359413199138,210.10773210057116,210.3181181996353,218.31690141283664,220.52662893261197,221.85569166013315,223.33772078922655,225.3271135898402,228.17108141800034,232.4576048915895,239.25807520756342,250.31735822403274,267.5633226233574,291.388652961094,318.5655301970807,317.48997605837826,20.083644135201105,21.255937589065564,55.8741214037677,81.69934877999766,107.32361377240447,132.82600894158014,158.23319288379798,183.55632848294476,208.5194274035152,224.60000255608114,227.5442698841197,228.6634631152505,229.625890440671,230.4152475698216,214.8516623701857,213.82910259120064,213.5623267089116,213.09898683173404,212.57325950632867,212.08158373381997,211.64414066010158,211.24961069296586,210.88419065214694,210.53935333608612,210.21178544498795,209.92410880116253,210.3431068000595,229.6155176843522,232.5378721424226,234.49726378503982,236.66203630887657,239.3876029701578,243.02138000726617,248.14616315413394,255.8040661873642,267.6558208197572,285.48762187385285,309.5722160001577,335.9773112930554,317.60836913854865
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9738495282405927,0.9053354187838639,0.8309225136354741,0.7555199052768452,0.6808859118203696,0.6666475244794188,0.6640784858083486,0.6635298102104712,0.6642476211327485,0.6654317391316839,0.6665558063987924,0.6674310441976452,0.6680767845655794,0.6685811738021044,0.6690245112939696,0.6694576092058049,0.6699042599835023,0.6703189212196647,0.6177760464942804,0.5476488729611955,0.4744163556355417,0.4008617385827177,0.32800527447488514,0.2568917031891232,0.18906265187211205,0.1270262826601574,0.07476615577958393,0.03687602740128673,0.014858332593807255,0.004950626093992404,0.0016562273791519329,20.060414735455122,20.923875095127514,46.23283791009624,71.8641901496709,97.50362476384676,123.07452134321656,148.55026630788177,173.92772869150474,199.00910233815247,215.22603585720148,217.75868800028448,218.4458178956528,218.92850436717163,219.38491335851614,214.74278977612732,213.86432652359696,213.59316262812177,213.41095407518634,213.0775521608781,212.60302892582976,212.08445303846287,211.5945802316527,211.15857041055733,210.77233518842158,210.42368073760446,210.11865356606134,210.31896643595388,218.29581496757132,220.4994657784827,221.7899282816666,223.20128709389934,225.10618945029827,227.87119681134106,232.09032237490106,238.82525429649894,249.80347085019088,266.94527972095415,290.6641384627667,317.7846231185307,317.03749780620325,20.082723747077004,21.24289048193899,55.61241149761228,81.32437549526738,106.9495948697239,132.4967093405243,157.94599389208216,183.29525075911914,208.27235199693268,224.5216366253938,227.4947259409001,228.59402025513438,229.51524326299602,230.26380827465152,214.72393294209286,213.69634443698072,213.44975098446278,213.23338710104932,212.8564947492897,212.36149868882654,211.84571060141204,211.36911852062386,210.94653687311177,210.56979531751256,210.22693727250606,209.93239810753423,210.34227029262428,229.58691400347263,232.48798532732025,234.39200518851507,236.48023910112985,239.13398388822102,242.7173540218788,247.81204456085052,255.44626498898216,267.2628483678525,285.03589570166355,309.0470505389222,335.4139706221279,317.3536629476014
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9739180355765302,0.9052931551072205,0.8310973333146837,0.7562858996343211,0.6824703668460714,0.6694505808797708,0.6675545502386723,0.6657200820728445,0.6646833383368743,0.6646404644073585,0.6653043377905536,0.666265458357283,0.6672250273410272,0.6680511564947289,0.6687325635386385,0.669311654904513,0.6698364992263716,0.6702888159270797,0.6173575072112019,0.5471829724390158,0.47440051410656214,0.4016440160376615,0.32959926330647443,0.2589811943103093,0.19117246244890546,0.12874075981559152,0.07588002669309661,0.03743557280706182,0.015070791000652752,0.005013141804014696,0.0016765553758936627,20.060128241659267,20.92114987810477,46.23888986419282,71.78096924838455,97.34286242759967,122.89034078341436,148.3818385233537,173.78720685828497,198.89419839408,215.24007230279673,217.80112571941035,218.51259299631465,219.01233497121754,219.4683182672017,214.80174090145374,213.8682615243576,213.24583516971083,212.99126319744698,212.87229971657734,212.66889523925104,212.3148682894531,211.85820724077138,211.37524753684428,210.9189627350659,210.51012933237462,210.16457612083892,210.34262583693067,218.32851720887223,220.55825797456208,221.8782688984561,223.2972361993092,225.17176030468042,227.86641971844463,231.98570780773278,238.60936362482045,249.4905644407755,266.5855652997833,290.3281967371448,317.5136565823041,316.71328178414217,20.082287969147167,21.238865642745395,55.594940066837964,81.20650195987781,106.75707367016366,132.2879015111971,157.75756879956282,183.13596816487535,208.1393251065638,224.53311960724176,227.53903404159394,228.65848862828688,229.58571588794155,230.31901216410287,214.75850246369575,213.66638424502628,213.09379284927306,212.87165257669974,212.73536997000025,212.48886357903802,212.09795904427565,211.62482219386817,211.14302351751874,210.69654846108057,210.2990162862363,209.96972871607227,210.36122274571733,229.6250847043604,232.55279195245834,234.47260721024713,236.54388471198672,239.14101554209884,242.6367961277855,247.63044968748753,255.16788696614577,266.9088082268918,284.64788969628495,308.6768781195113,335.09282910424804,317.00881135249574
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9750221516774963,0.9066908156796044,0.8324698550500746,0.7575494595914182,0.6837696349991034,0.6706171497575572,0.6690582517507289,0.6679796381696211,0.6667305076475789,0.6657478925491541,0.6653569630826246,0.6655905281515903,0.6662646564596453,0.6671380404959173,0.6680261610571787,0.6688365708338928,0.6695489388079484,0.6701285361660496,0.6175907772932935,0.5477372146046464,0.47506254196879183,0.4024266852071223,0.3307143643180871,0.2606164875985346,0.19328334965037436,0.13099880582740236,0.07781177188870998,0.03870682996279998,0.015702212429357668,0.005256301164316903,0.0017637061215197499,20.059580683890143,20.914748551794418,46.1146210539228,71.57000628385008,97.05384661039399,122.54560923442132,148.01553551570598,173.427213680512,198.5571555639383,215.15927217310426,217.7502765563344,218.45926407604853,218.9629274287629,219.43387842262877,214.81227869137336,213.9136740449258,213.21453777409374,212.6726723070548,212.39633591285067,212.28441616213402,212.16634287415667,211.9357450735805,211.58262673984683,211.15542131491804,210.71263060932955,210.31086740021286,210.4338177799681,218.32712343039418,220.52871110247892,221.83403832596585,223.25303721584072,225.1290963585303,227.79854494503047,231.8329383242356,238.28415056365023,248.90081896123246,265.69811541154894,289.2266055576889,316.3506081224899,315.7619330164118,20.081656096428866,21.231986629364698,55.48101483848905,81.00955431736308,106.48310480593882,131.96128126792212,157.41370828588322,182.8017026417057,207.83069753430362,224.4487926027839,227.48282515411964,228.60434612998424,229.5410527227275,230.29114237151242,214.7832283006258,213.72021152072082,213.0162834537464,212.51134963817583,212.2716265774685,212.1633750929217,212.01763441422113,211.74934334616938,211.36748849225668,210.92753216148031,210.48551715513372,210.09879906398427,210.4385246529888,229.61708160206183,232.5185393186721,234.43155845292355,236.50829084229056,239.10157715853057,242.55600379563484,247.44780023854153,254.81190300793935,266.31987242096295,283.8244024508247,307.7050967910021,334.1002241597522,316.20708856783284
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9755222711875507,0.9072074836176344,0.8330732660630045,0.7582637272775765,0.6845252874674469,0.671594570002363,0.6701326925822998,0.669392785306804,0.6685008349504499,0.667523965452201,0.6666683478559748,0.6661652370997604,0.6661345511160094,0.6665419696670007,0.667249384546311,0.6680963861720679,0.6689577016849751,0.6697115109537441,0.6167686271556505,0.5469639398981088,0.4745370158824579,0.4021789513315115,0.3307104830483538,0.26087887842853663,0.19388501144922995,0.13192611051993583,0.0788439741378406,0.03951867659569273,0.016151247569517857,0.005440017768969145,0.001837216264006538,20.05940096810689,20.91366923105327,46.13181742383932,71.5422120916938,96.95547362286614,122.37917461139678,147.80118687166345,173.191456225889,198.32607138026816,215.14353098183915,217.76678578429312,218.4835817738328,218.98516129855162,219.45033675198374,214.82107479934746,213.9201971911376,213.2674715062936,212.63228758521672,212.13423036275995,211.84286381944207,211.7140850445939,211.6316430991199,211.4889802356228,211.23908011957212,210.89464288265094,210.51531877108016,210.6124125643225,218.38869662259177,220.58047175381841,221.88937834808175,223.30669632172442,225.1789285163203,227.84450959568957,231.8603034600045,238.2420226646886,248.69765501677963,265.25414884130714,288.56106231291415,315.56641989699,314.8830166468866,20.081396238415238,21.230313393172523,55.48617689293457,80.96209742444958,106.36245464659073,131.77331255003304,157.18060989015362,182.5506334442847,207.58887767225002,224.42742415980348,227.49526346067904,228.62105715871186,229.55238669489074,230.2968534328239,214.7884384871954,213.727201785737,213.06433997752382,212.4378099167858,211.968495034541,211.7093921960579,211.59444022144504,211.49991583268138,211.3282944771442,211.04762024449084,210.6817554519732,210.3006172199796,210.6052882613064,229.68295361388275,232.57305849021003,234.4825515741272,236.55131302358163,239.13717677174418,242.5814081023173,247.43792354627385,254.7040141102515,266.0214068204149,283.2730068105713,306.943463201991,333.2437288230137,315.30136055373447
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9759518822735322,0.9075713012397656,0.8333017275824564,0.7584020091329736,0.6846645068887189,0.6719186670821337,0.6706759197665302,0.6703104241431244,0.6697626034758339,0.6690617873240354,0.6682745002984782,0.6675342595453828,0.6670086621405313,0.6668271337640683,0.66702790419014,0.6675559794685021,0.6682998411238257,0.6690879773590286,0.6156787967117244,0.5457505843093363,0.47332015585692105,0.4010703434647941,0.3298096792553236,0.26024604214450453,0.19355584688455751,0.13191783124616022,0.07909351281949661,0.03984397988963181,0.01638432841684892,0.005553087362115725,0.0018892178393381876,20.059378796735324,20.914290459357268,46.16128206509573,71.56925966697017,96.94530789290735,122.31211096286187,147.67744074697683,173.02611784901444,198.14378302662203,215.1208909284803,217.76277887124232,218.48402778482574,218.99148229751935,219.46240247291155,214.83656879959554,213.9379163124771,213.3352606825212,212.69932018133915,212.10073730189225,211.6244101026434,211.32141455554753,211.1725353452103,211.09972575369233,211.01160647544023,210.84678289197163,210.60609185531,210.7760267504078,218.43551213888506,220.61041565560646,221.92520354272614,223.3552326832909,225.24035492432637,227.91578451205066,231.93550270092845,238.30156665592472,248.68814182198838,265.0944576381715,288.2060745857908,315.04303747085936,314.2136158393557,20.081365099032674,21.230989404098832,55.513798245005944,80.9831047043907,106.34198451751838,131.69379634842434,157.04476888323606,182.37533822796917,207.40079384089154,224.40011507023834,227.48964441450002,228.6221244478604,229.56011126987298,230.30892833016537,214.80438371010553,213.7447084257049,213.1282515464883,212.49161787544867,211.9049804004436,211.45401578201765,211.18008336118552,211.04944912912208,210.9753477789503,210.86836257235848,210.67677932408168,210.41871173361088,210.77823680179142,229.7410032123862,232.61413289842946,234.5302888608397,236.6101218651866,239.20410816048926,242.65135820736336,247.5018767705419,254.7346620898316,265.9553525012716,283.02906130341313,306.4928900744031,332.6330847778107,314.56748724148053
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752015138649949,0.9062754562970761,0.8316610723340376,0.756550191857812,0.6827021422134976,0.6706525741503367,0.6700699390326116,0.6704680763643084,0.6704238937104937,0.670107444949005,0.6696057694867327,0.6689919356866612,0.6683692753338354,0.6678688731099457,0.6676122408537997,0.6676694401103092,0.6680379634083367,0.6686011515079487,0.6141391760017068,0.543389455717994,0.47049636047190924,0.3980725792256555,0.32684953754122864,0.25749049911146277,0.19114928490637698,0.12999127009353553,0.07774438351668024,0.03906426124627175,0.0160254725780801,0.005420816824938347,0.0018483318001879048,20.059938562322667,20.92251503547065,46.35826585111207,71.85244042985669,97.24305345661764,122.58249056082958,147.9012465837158,173.20224953790475,198.28471836265805,215.1839066958682,217.81233151185734,218.54059637642425,219.05759186352634,219.53736016460084,214.88876186926325,213.98299747282294,213.44631586163618,212.82716477108255,212.1959191091661,211.614199068588,211.14549500241267,210.8299923607542,210.66055023294228,210.58378028749325,210.5258179196412,210.4398622471523,210.76074958871843,218.4624896046404,220.66143889180054,222.0123877291678,223.48339632345466,225.4147014583626,228.14697383938653,232.24178562067183,238.70839717915214,249.21582831648607,265.72695358095723,288.87543772326364,315.6535324463333,314.44107616746834,20.081998204031034,21.23983503564115,55.69546239708556,81.23814408559424,106.60326489812724,131.92296605783827,157.22534530794687,182.50842516758792,207.50075174007816,224.460847485448,227.54424365140082,228.68488035383206,229.6324522346487,230.3897178314216,214.85187800171863,213.7845513058511,213.22713412545087,212.60719466429987,211.98163600340519,211.41440547631035,210.9695070437013,210.68107676488356,210.5320064654008,210.46110415283974,210.39341573700509,210.29414644360534,210.79624841789138,229.79054138990728,232.6900190447375,234.64193104427127,236.759336144198,239.39356501736927,242.88739203412317,247.7948548077264,255.09629374776566,266.3853014875015,283.4945320637258,306.93342582954443,332.9811494516862,314.569947111894
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9756103144093984,0.9069163946372094,0.8322180003102329,0.7568075737194838,0.682586412822287,0.6697086777227301,0.6686376427630778,0.669437065497646,0.6700832653041189,0.6703907386042073,0.6703760539346194,0.6701140355911124,0.6696888885272145,0.6691974584802238,0.6687525948122109,0.668466872332196,0.6684228308821618,0.6685989968335792,0.6146677481754179,0.5437825361616442,0.47037292161340033,0.39731172927024805,0.3255630488735195,0.25591143379719594,0.18953822075044344,0.12859137319214406,0.0767443143100393,0.03851766474951145,0.015810121309281167,0.005360180755190208,0.0018308999328968225,20.059989122380966,20.922278876116966,46.302935474114776,71.83790931603131,97.27707608647026,122.63203249054435,147.9329398869771,173.1974345779486,198.24130524940884,215.14279448102255,217.76472591354576,218.47869837155233,218.98793039836832,219.46941930176692,214.8462533421902,213.97032735609292,213.58960019376832,213.05998712050624,212.4315502479182,211.7869199821489,211.1967357404552,210.71647053224797,210.37904279538037,210.18324538238446,210.09258015580963,210.0644636519281,210.50308860738883,218.36729531300833,220.57522925505475,221.91749242653924,223.39645098829612,225.35725745264324,228.1374770537067,232.29766331592432,238.84837653578037,249.44910382845953,266.0207525193995,289.1445316273958,315.8215198755352,314.63883864893035,20.082135939292574,21.24038591144718,55.661561973309986,81.25595557310666,106.66932363133103,131.99999134834542,157.2804586993444,182.52495949282886,207.47842880612697,224.4197937839745,227.493676611714,228.62431391079247,229.57093030500573,230.33619132231564,214.8243142331381,213.78880224801856,213.37926693972045,212.82832455575524,212.1945333603793,211.5579628940637,210.98558669846028,210.53022015997985,210.2200868005001,210.04693146811888,209.9679885254264,209.9448908778101,210.57419959847115,229.69847035455393,232.60728692446534,234.56450322172913,236.70757034721086,239.3858738922469,242.93720917770582,247.91522182481472,255.30187394931323,266.6805439011988,283.84322721573335,307.25209589624575,333.1964144104322,314.7735875832038
